category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.it_IT,name.fr_FR,name.el_GR,meta_title.it_IT,meta_title.fr_FR,meta_title.el_GR,meta_description.it_IT,meta_description.fr_FR,meta_description.el_GR,meta_keywords.it_IT,meta_keywords.fr_FR,meta_keywords.el_GR,category_image_name.it_IT,category_image_name.fr_FR,category_image_name.el_GR
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,Piante e alberi,Plantes et arbres,Φυτά & δέντρα,Piante e alberi,Plantes et arbres,Φυτά & δέντρα,Piante e alberi,Plantes et arbres,Φυτά & δέντρα,Piante e alberi,Plantes et arbres,Φυτά & δέντρα,,,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,Piantare accessori,Accessoires de plantation,Φύτευση αξεσουάρ,Piantare accessori,Accessoires de plantation,Φύτευση αξεσουάρ,Piantare accessori,Accessoires de plantation,Φύτευση αξεσουάρ,Piantare accessori,Accessoires de plantation,Φύτευση αξεσουάρ,,,
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,Tecnologia della piscina,Technologie de piscine,Τεχνολογία πισίνας,Tecnologia della piscina,Technologie de piscine,Τεχνολογία πισίνας,Tecnologia della piscina,Technologie de piscine,Τεχνολογία πισίνας,Tecnologia della piscina,Technologie de piscine,Τεχνολογία πισίνας,,,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,Beni familiari,Articles ménagers,Οικιακά είδη,Beni familiari,Articles ménagers,Οικιακά είδη,Beni familiari,Articles ménagers,Οικιακά είδη,Beni familiari,Articles ménagers,Οικιακά είδη,,,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,Tessili per la casa,Textiles à domicile,Αρχική κλωστοϋφαντουργία,Tessili per la casa,Textiles à domicile,Αρχική κλωστοϋφαντουργία,Tessili per la casa,Textiles à domicile,Αρχική κλωστοϋφαντουργία,Tessili per la casa,Textiles à domicile,Αρχική κλωστοϋφαντουργία,,,
SUB_80007,MC_80001,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,Home improvement / DIY,1,1,1,1,0,1,,Catalog (default),,Miglioramento domestico / FAI DA TE,Amélioration de la maison / DIY,Αρχική Βελτίωση / DIY,Miglioramento domestico / FAI DA TE,Amélioration de la maison / DIY,Αρχική Βελτίωση / DIY,Miglioramento domestico / FAI DA TE,Amélioration de la maison / DIY,Αρχική Βελτίωση / DIY,Miglioramento domestico / FAI DA TE,Amélioration de la maison / DIY,Αρχική Βελτίωση / DIY,,,
SUB_80007_01,SUB_80007,Electric Tools,Electric Tools,Electric Tools,Electric Tools,1,1,1,1,0,1,,Catalog (default),,Strumenti elettrici,Outils électriques,Ηλεκτρικά εργαλεία,Strumenti elettrici,Outils électriques,Ηλεκτρικά εργαλεία,Strumenti elettrici,Outils électriques,Ηλεκτρικά εργαλεία,Strumenti elettrici,Outils électriques,Ηλεκτρικά εργαλεία,,,
SUB_80007_02,SUB_80007,Hand Tools,Hand Tools,Hand Tools,Hand Tools,1,1,1,1,0,1,,Catalog (default),,Strumenti a mano,Outils manuels,Εργαλεία χειρός,Strumenti a mano,Outils manuels,Εργαλεία χειρός,Strumenti a mano,Outils manuels,Εργαλεία χειρός,Strumenti a mano,Outils manuels,Εργαλεία χειρός,,,
SUB_80007_03,SUB_80007,Tool Accessories,Tool Accessories,Tool Accessories,Tool Accessories,1,1,1,1,0,1,,Catalog (default),,Accessori per utensili,Accessoires doutils,Αξεσουάρ εργαλείων,Accessori per utensili,Accessoires doutils,Αξεσουάρ εργαλείων,Accessori per utensili,Accessoires doutils,Αξεσουάρ εργαλείων,Accessori per utensili,Accessoires doutils,Αξεσουάρ εργαλείων,,,
SUB_80007_04,SUB_80007,Building needs,Building needs,Building needs,Building needs,1,1,1,1,0,1,,Catalog (default),,Esigenze di costruzione,Besoins de construction,Κτίριο ανάγκες,Esigenze di costruzione,Besoins de construction,Κτίριο ανάγκες,Esigenze di costruzione,Besoins de construction,Κτίριο ανάγκες,Esigenze di costruzione,Besoins de construction,Κτίριο ανάγκες,,,
SUB_80007_05,SUB_80007,Electrics,Electrics,Electrics,Electrics,1,1,1,1,0,1,,Catalog (default),,Elettrico,Électricité,Ηλεκτρικά,Elettrico,Électricité,Ηλεκτρικά,Elettrico,Électricité,Ηλεκτρικά,Elettrico,Électricité,Ηλεκτρικά,,,
SUB_80007_06,SUB_80007,Ironmongery,Ironmongery,Ironmongery,Ironmongery,1,1,1,1,0,1,,Catalog (default),,Ferramenta,Mécène,Σιδερών,Ferramenta,Mécène,Σιδερών,Ferramenta,Mécène,Σιδερών,Ferramenta,Mécène,Σιδερών,,,
SUB_80007_07,SUB_80007,Painting & Renovating,Painting & Renovating,Painting & Renovating,Painting & Renovating,1,1,1,1,0,1,,Catalog (default),,Pittura e rinnovamento,Peinture et rénovation,Ζωγραφική & Ανακαίνιση,Pittura e rinnovamento,Peinture et rénovation,Ζωγραφική & Ανακαίνιση,Pittura e rinnovamento,Peinture et rénovation,Ζωγραφική & Ανακαίνιση,Pittura e rinnovamento,Peinture et rénovation,Ζωγραφική & Ανακαίνιση,,,
SUB_80008,MC_80001,Kitchen,Kitchen,Kitchen,Kitchen,1,1,1,1,0,1,,Catalog (default),,Cucina,Cuisine,Κουζίνα,Cucina,Cuisine,Κουζίνα,Cucina,Cuisine,Κουζίνα,Cucina,Cuisine,Κουζίνα,,,
SUB_80009,MC_80001,Indoor climate,Indoor climate,Indoor climate,Indoor climate,1,1,1,1,0,1,,Catalog (default),,Clima interno,Climat intérieur,Εσωτερικό κλίμα,Clima interno,Climat intérieur,Εσωτερικό κλίμα,Clima interno,Climat intérieur,Εσωτερικό κλίμα,Clima interno,Climat intérieur,Εσωτερικό κλίμα,,,
SUB_80010,MC_80001,Furniture,Furniture,Furniture,Furniture,1,1,1,1,0,1,,Catalog (default),,Arredamento,Un meuble,Επιπλα,Arredamento,Un meuble,Επιπλα,Arredamento,Un meuble,Επιπλα,Arredamento,Un meuble,Επιπλα,,,
SUB_80010_01,SUB_80010,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,Kitchen Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili da cucina,Meuble de cuisine,Επιπλα ΚΟΥΖΙΝΑΣ,Mobili da cucina,Meuble de cuisine,Επιπλα ΚΟΥΖΙΝΑΣ,Mobili da cucina,Meuble de cuisine,Επιπλα ΚΟΥΖΙΝΑΣ,Mobili da cucina,Meuble de cuisine,Επιπλα ΚΟΥΖΙΝΑΣ,,,
SUB_80010_02,SUB_80010,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,Bedroom Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili da camera da letto,Meubles de chambre à coucher,Έπιπλα υπνοδωματίου,Mobili da camera da letto,Meubles de chambre à coucher,Έπιπλα υπνοδωματίου,Mobili da camera da letto,Meubles de chambre à coucher,Έπιπλα υπνοδωματίου,Mobili da camera da letto,Meubles de chambre à coucher,Έπιπλα υπνοδωματίου,,,
SUB_80010_03,SUB_80010,Living Room Furniture,Living Room Furniture,Living Room Furniture,Living Room Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili per soggiorno,Meubles de salon,Έπιπλα σαλονιού,Mobili per soggiorno,Meubles de salon,Έπιπλα σαλονιού,Mobili per soggiorno,Meubles de salon,Έπιπλα σαλονιού,Mobili per soggiorno,Meubles de salon,Έπιπλα σαλονιού,,,
SUB_80010_04,SUB_80010,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,Dining Room Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili per sala da pranzo,Meubles de salle à manger,Έπιπλα τραπεζαρίας,Mobili per sala da pranzo,Meubles de salle à manger,Έπιπλα τραπεζαρίας,Mobili per sala da pranzo,Meubles de salle à manger,Έπιπλα τραπεζαρίας,Mobili per sala da pranzo,Meubles de salle à manger,Έπιπλα τραπεζαρίας,,,
SUB_80010_05,SUB_80010,Working Space Furniture,Working Space Furniture,Working Space Furniture,Working Space Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili dello spazio di lavoro,Meubles despace de travail,Έπιπλα χώρου εργασίας,Mobili dello spazio di lavoro,Meubles despace de travail,Έπιπλα χώρου εργασίας,Mobili dello spazio di lavoro,Meubles despace de travail,Έπιπλα χώρου εργασίας,Mobili dello spazio di lavoro,Meubles despace de travail,Έπιπλα χώρου εργασίας,,,
SUB_80010_06,SUB_80010,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,Kids Room Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili per bambini per bambini,Meubles pour enfants,Παιδικά έπιπλα δωματίου,Mobili per bambini per bambini,Meubles pour enfants,Παιδικά έπιπλα δωματίου,Mobili per bambini per bambini,Meubles pour enfants,Παιδικά έπιπλα δωματίου,Mobili per bambini per bambini,Meubles pour enfants,Παιδικά έπιπλα δωματίου,,,
SUB_80010_07,SUB_80010,Bath Furniture,Bath Furniture,Bath Furniture,Bath Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili da bagno,Meubles de bain,Έπιπλα μπάνιου,Mobili da bagno,Meubles de bain,Έπιπλα μπάνιου,Mobili da bagno,Meubles de bain,Έπιπλα μπάνιου,Mobili da bagno,Meubles de bain,Έπιπλα μπάνιου,,,
SUB_80010_08,SUB_80010,Hall Furniture,Hall Furniture,Hall Furniture,Hall Furniture,1,1,1,1,0,1,,Catalog (default),,Mobili da sala,Meubles de salle,Έπιπλα,Mobili da sala,Meubles de salle,Έπιπλα,Mobili da sala,Meubles de salle,Έπιπλα,Mobili da sala,Meubles de salle,Έπιπλα,,,
SUB_90001,MC_90001,Book world,Book world,Book world,Book world,1,1,1,1,0,1,,Catalog (default),,Libro del mondo,Monde du livre,Βιβλίο κόσμος,Libro del mondo,Monde du livre,Βιβλίο κόσμος,Libro del mondo,Monde du livre,Βιβλίο κόσμος,Libro del mondo,Monde du livre,Βιβλίο κόσμος,,,
SUB_90002,MC_90001,Film world,Film world,Film world,Film world,1,1,1,1,0,1,,Catalog (default),,Film World.,Monde du cinéma,Κινηματογραφικός κόσμος,Film World.,Monde du cinéma,Κινηματογραφικός κόσμος,Film World.,Monde du cinéma,Κινηματογραφικός κόσμος,Film World.,Monde du cinéma,Κινηματογραφικός κόσμος,,,
SUB_90003,MC_90001,Gaming World,Gaming World,Gaming World,Gaming World,1,1,1,1,0,1,,Catalog (default),,Gaming World.,Monde des jeux,Παγκόσμιος τυχερός,Gaming World.,Monde des jeux,Παγκόσμιος τυχερός,Gaming World.,Monde des jeux,Παγκόσμιος τυχερός,Gaming World.,Monde des jeux,Παγκόσμιος τυχερός,,,
SUB_90004,MC_90001,Music World,Music World,Music World,Music World,1,1,1,1,0,1,,Catalog (default),,MUSICon World.,Monde de la musique,Μουσικός κόσμος,MUSICon World.,Monde de la musique,Μουσικός κόσμος,MUSICon World.,Monde de la musique,Μουσικός κόσμος,MUSICon World.,Monde de la musique,Μουσικός κόσμος,,,
SUB_90005,MC_90001,Series world,Series world,Series world,Series world,1,1,1,1,0,1,,Catalog (default),,Serie World.,Série World,Σειρές κόσμος,Serie World.,Série World,Σειρές κόσμος,Serie World.,Série World,Σειρές κόσμος,Serie World.,Série World,Σειρές κόσμος,,,
SUB_90006,MC_90001,Fan articles,Fan articles,Fan articles,Fan articles,1,1,1,1,0,1,,Catalog (default),,Articoli della ventola,Fans,Είδη ανεμιστήρων,Articoli della ventola,Fans,Είδη ανεμιστήρων,Articoli della ventola,Fans,Είδη ανεμιστήρων,Articoli della ventola,Fans,Είδη ανεμιστήρων,,,
SUB_90006_01,SUB_90006,myWorld,myWorld,myWorld,myWorld,1,1,1,1,0,1,,Catalog (default),,il mio mondo,mon monde,ο κόσμος μου,il mio mondo,mon monde,ο κόσμος μου,il mio mondo,mon monde,ο κόσμος μου,il mio mondo,mon monde,ο κόσμος μου,,,
SUB_90006_01_01,SUB_90006_01,Lyconet,Lyconet,Lyconet,Lyconet,1,1,1,1,0,1,,Catalog (default),,Lyconet.,Lyconet,Λυκόστρο,Lyconet.,Lyconet,Λυκόστρο,Lyconet.,Lyconet,Λυκόστρο,Lyconet.,Lyconet,Λυκόστρο,,,
SUB_90006_01_01a,SUB_90006_01_01,Top-Seller,Top-Seller,Top-Seller,Top-Seller,1,0,1,0,0,1,,Catalog (default),,Miglior venditore,Meilleur vendeur,Ο καλύτερος πωλητής,Miglior venditore,Meilleur vendeur,Ο καλύτερος πωλητής,Miglior venditore,Meilleur vendeur,Ο καλύτερος πωλητής,Miglior venditore,Meilleur vendeur,Ο καλύτερος πωλητής,,,
SUB_90006_01_01b,SUB_90006_01_01,Travel,Travel,Travel,Travel,1,0,1,0,0,1,,Catalog (default),,Viaggiare,Voyager,Ταξίδι,Viaggiare,Voyager,Ταξίδι,Viaggiare,Voyager,Ταξίδι,Viaggiare,Voyager,Ταξίδι,,,
SUB_90006_01_01c,SUB_90006_01_01,Clothing,Clothing,Clothing,Clothing,1,0,1,0,0,1,,Catalog (default),,Capi di abbigliamento,Vêtements,είδη ένδυσης,Capi di abbigliamento,Vêtements,είδη ένδυσης,Capi di abbigliamento,Vêtements,είδη ένδυσης,Capi di abbigliamento,Vêtements,είδη ένδυσης,,,
SUB_90006_01_01d,SUB_90006_01_01,CFF,CFF,CFF,CFF,1,0,1,0,0,1,,Catalog (default),,Cff.,CFF,Cff,Cff.,CFF,Cff,Cff.,CFF,Cff,Cff.,CFF,Cff,,,
SUB_90006_01_01e,SUB_90006_01_01,Eventbranding,Eventbranding,Eventbranding,Eventbranding,1,0,1,0,0,1,,Catalog (default),,Eventbranding.,Russence,Eventbranding,Eventbranding.,Russence,Eventbranding,Eventbranding.,Russence,Eventbranding,Eventbranding.,Russence,Eventbranding,,,
SUB_90006_01_01f,SUB_90006_01_01,Office,Office,Office,Office,1,0,1,0,0,1,,Catalog (default),,Ufficio,Bureau,Γραφείο,Ufficio,Bureau,Γραφείο,Ufficio,Bureau,Γραφείο,Ufficio,Bureau,Γραφείο,,,
SUB_90006_01_02,SUB_90006_01,EliteClub,EliteClub,EliteClub,EliteClub,1,1,1,1,0,1,,Catalog (default),,Eliteclub.,Éliteclub,Eliteclub,Eliteclub.,Éliteclub,Eliteclub,Eliteclub.,Éliteclub,Eliteclub,Eliteclub.,Éliteclub,Eliteclub,,,
SUB_90006_01_02a,SUB_90006_01_02,EliteClub Deals,EliteClub Deals,EliteClub Deals,EliteClub Deals,1,0,1,0,0,1,,Catalog (default),,Offerte Eliteclub.,Offres Eliteclub,Eliteclub προσφορές,Offerte Eliteclub.,Offres Eliteclub,Eliteclub προσφορές,Offerte Eliteclub.,Offres Eliteclub,Eliteclub προσφορές,Offerte Eliteclub.,Offres Eliteclub,Eliteclub προσφορές,,,
SUB_90007,MC_90001,all other worlds,all other worlds,all other worlds,all other worlds,1,1,1,1,0,1,,Catalog (default),,tutti gli altri mondi,tous les autres mondes,Όλοι οι άλλοι κόσμοι,tutti gli altri mondi,tous les autres mondes,Όλοι οι άλλοι κόσμοι,tutti gli altri mondi,tous les autres mondes,Όλοι οι άλλοι κόσμοι,tutti gli altri mondi,tous les autres mondes,Όλοι οι άλλοι κόσμοι,,,
